# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,42.70234470965803,-4.573921259900777,-0.021542784059851373,-46.41925561811063,0.0,0.0
 0.06993832067732723,0.012228421747911646,0.1748458016933181,2.5,42.70234470965803,-4.64106185356698,-0.021542784059851373,-46.41925561811063,0.0,0.0
 0.09866124347069274,0.024335102407958283,0.42149891037005005,8.587326242916493,42.687326172223784,-4.708202447233183,-0.023769442978161144,-42.070821807594676,-0.5228763640208534,-18.20414892253335
 0.12053340015924811,0.03632075138487359,0.5479866090748523,5.7830464780360264,42.67092063582231,-4.775343040899386,-0.026097696651103664,-38.31755780476934,-0.7500648717487836,-10.38711046939449
 0.1388323857141982,0.04818607830773977,0.6484144646836159,5.48816519403157,42.65308859809854,-4.842483634565589,-0.02853187630510014,-35.048518692100444,-0.9744823105206385,-12.263927860806879
 0.15483125401790548,0.05993179305189294,0.734159099330259,5.359418742560329,42.63378945101132,-4.909624228231793,-0.031076497571148054,-32.17865841253671,-1.2062820145064743,-14.48850628591791
 0.16918463968318684,0.0715586057618244,0.8100397342527311,5.286601829839754,42.61298144881499,-4.976764821897995,-0.0337362744220609,-29.641684422215807,-1.4496929631492705,-16.958434359606876
 0.1822824477289042,0.08306722687510174,0.8786677185302272,5.23965414960678,42.59062167491891,-5.043905415564199,-0.03651612365091494,-27.385163046323083,-1.7071386157167776,-19.655628763904897
 0.19437938897665719,0.09445836714734651,0.9416545917639046,5.206842948450074,42.56666600801721,-5.111046009230402,-0.03942117607973606,-25.36707677054914,-1.9803077828576165,-22.58167263493822
 0.2056528508709157,0.10573273767833775,1.0000805996189328,5.182614568891573,42.54106908718415,-5.178186602896605,-0.042456784230398135,-23.55336180369548,-2.270546622958546,-25.74531610815536
 0.21623232870156567,0.11689104993925487,1.0547129489312026,5.163992985929188,42.513784275992535,-5.245327196562808,-0.045628534694894696,-21.916110317517788,-2.5790319360154244,-29.158841106804065
 0.22621584011835558,0.12793401580113353,1.1061204220498018,5.149237675247602,42.48476362564344,-5.312467790229011,-0.04894225548465349,-20.432241834738566,-2.9068580319639885,-32.836752747859585
 0.23567973825898664,0.13886234756456112,1.1547389459433546,5.137261958137568,42.4539578372309,-5.3796083838952145,-0.05240402821450451,-19.082502511194697,-3.2550845280422154,-36.79524979069639
 0.24468490594287365,0.1496767579906823,1.2009116105046513,5.127352002996427,42.421316222776326,-5.446748977561418,-0.056020199054309015,-17.850704154595128,-3.624764757349177,-41.0520094998822
 0.25328084043887394,0.1603779603335558,1.2449143659543693,5.119019400414528,42.38678666544951,-5.513889571227621,-0.05979738981320944,-16.723137968458563,-4.01696375686382,-45.62610379326807
 0.2615084460386827,0.17096666837391652,1.286973216193892,5.111918617064055,42.350315578604636,-5.581030164893824,-0.0637425105342416,-15.688117578343794,-4.432770433931369,-50.53799334732511
 0.2694020018146887,0.18144359645440386,1.3272761196334297,5.105798271806229,42.31184786380953,-5.648170758560028,-0.06786277084958896,-14.735619950096053,-4.873306262309929,-55.809554132454885
 0.27699058432829293,0.19180945951632292,1.3659814653574547,5.100471089908688,42.271326867884866,-5.71531135222623,-0.07216569431589309,-13.856999637842733,-5.339731873774827,-61.46412859433581
 0.2842991193359367,0.20206497313797298,1.4032242591605735,5.095794678983909,42.228694338783825,-5.782451945892434,-0.07665913114940763,-13.04476042196478,-5.833252362676842,-67.52659573852434
 0.29134917441081215,0.2122108535746546,1.4391207343668717,5.091658834584702,42.183890380427194,-5.849592539558637,-0.08135127193098188,-12.292370804581843,-6.355121751643691,-74.02344852973637
 0.2981595665413811,0.22224781780036068,1.4737718523804857,5.087976925451899,42.1368534065404,-5.91673313322484,-0.08625066268781277,-11.59411381706752,-6.906646927959276,-80.9828811236911
 0.30474683496388777,0.23217658355126766,1.5072660037631735,5.084679905899782,42.08752009328546,-5.983873726891043,-0.09136621995031367,-10.944964129454135,-7.48919128396096,-88.43488964428836
 0.31112561409892625,0.241997869371085,1.539681122657038,5.081712065528169,42.03582533095627,-6.051014320557247,-0.09670724604638427,-10.340486787519149,-8.104178124812758,-96.41137086463624
 0.31730893126940113,0.2517123946583239,1.5710863634208216,5.079027955050183,41.98170217455113,-6.1181549142234495,-0.10228344514511727,-9.776753203621801,-8.753093996791234,-104.94623744630582
 0.3233084469763031,0.26132087971557255,1.6015434456142534,5.076590125165138,41.92508179336544,-6.185295507889653,-0.1081049409121617,-9.250271001142567,-9.437491949648523,-114.07553314177335
 0.32913465074395104,0.2708240458008566,1.631107744300636,5.074367438116224,41.865893419412046,-6.2524361015558565,-0.11418229217590993,-8.757925427345546,-10.158994829886929,-123.83756370568587
 0.33479702219772556,0.2802226151811609,1.6598291823541886,5.072333789477362,41.80406429503953,-6.319576695222059,-0.12052651277324526,-8.296929671244767,-10.919298544304946,-134.27301981596426
 0.3403041646458106,0.28951731118820745,1.6877529671088436,5.070467128440582,41.73951961945924,-6.386717288888263,-0.1271490880262907,-7.86478311030614,-11.720175424686898,-145.42512526808508
 0.34566391670323887,0.2987088582765592,1.7149202033726225,5.068748698202717,41.6721824943455,-6.453857882554466,-0.13406199518319348,-7.459235547207221,-12.563477637068875,-157.33978052458804
 0.35088344622347395,0.3077979820841539,1.741368407316783,5.067162440910823,41.60197386858305,-6.520998476220669,-0.14127772232694286,-7.078256808853519,-13.451140661294005,-170.06571584351363
