# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,152.40143612151508,137.2906100426386,0.06578209897854385,15.201704043012827,0.0,0.0
 0.054870173867923644,0.012042943921184681,0.21948069547169455,3.9999999999999996,152.40143612151508,137.3057888513597,0.06578209897854385,15.201704043012827,0.0,0.0
 0.07745515999332439,0.02399720723836591,0.5293013354449919,13.717991158066292,152.44665929933436,137.32096766008078,0.06658775261448849,15.017776704216551,2.002355793721002,88.65871258911267
 0.09468818387812972,0.03586340866455401,0.6885733754858163,9.242257255922304,152.49209918560564,137.3361464688019,0.06739857139669858,14.837109738040878,2.6367912314753004,36.81509652601899
 0.10913542831411865,0.04764216685322452,0.8152944487689936,8.77129710406973,152.53775350953944,137.351325277523,0.06821434203097981,14.659673761066932,3.160071398811553,36.22006740833777
 0.1217929599735586,0.059334100396483375,0.9237135531507085,8.565580343688593,152.5836198649976,137.36650408624408,0.06903483774124283,14.485439999847777,3.623641377500322,36.62404259862467
 0.1331726584393269,0.07093982782319048,1.019862473651541,8.44916240883373,152.6296957067146,137.38168289496517,0.06985981719454047,14.314380428670084,4.048951020594223,37.37442115652637
 0.14357921820119063,0.08245996759706042,1.1070075065620713,8.374048187364028,152.6759783464342,137.39686170368628,0.07068902492992196,14.146467588021714,4.447448607289041,38.292922523269155
 0.153211567868357,0.09389513811472061,1.1871631442781891,8.321504148602822,152.7224649489807,137.41204051240737,0.07152218999163935,13.981674779769689,4.826091675738333,39.309522757460336
 0.16220816695201284,0.10524595770372824,1.2616789392814778,8.282662627332332,152.76915252835724,137.42721932112846,0.07235902634602967,13.819975896550602,5.189469814360327,40.39061152365266
 0.1706700359030228,0.11651304462055631,1.3315128114201422,8.25277164453481,152.81603794367047,137.44239812984955,0.07319923106220665,13.661345692964638,5.5407872167077885,41.5177077760738
 0.17867359699221264,0.12769701704854242,1.3973745315809414,8.229051971597556,152.86311789503884,137.45757693857064,0.07404248537115041,13.505759497230974,5.882375463088531,42.6795325948239
 0.18627834891352837,0.1387984930958008,1.459807783622962,8.209768403755982,152.910388919547,137.47275574729176,0.07488845266131508,13.35319350931879,6.215985083702077,43.86857376352472
 0.19353170980041626,0.14981809079309005,1.5192402348557759,8.193781084331782,152.95784738700823,137.48793455601285,0.07573677912844792,13.20362459966804,6.542962386860412,45.079420182914326
 0.2004722101013386,0.16075642809166088,1.576015679607019,8.180310105843269,153.00548949572152,137.50311336473393,0.07658709238746718,13.057030484207825,6.864362315054952,46.307890535186495
 0.20713167482367897,0.17161412286104905,1.6304155397000684,8.168803704381087,153.0533112682708,137.51829217345502,0.0774390015674444,12.91338963260088,7.181023482091113,47.55054351048128
 0.2135367608205003,0.18239179288684612,1.6826737425767193,8.158860459107858,153.10130854715078,137.5334709821761,0.07829209628791643,12.772681374152189,7.493619742783528,48.80438152548578
 0.2197100679693736,0.19309005586842695,1.732987315159493,8.150181316015772,153.14947699045163,137.54864979089723,0.07914594602053204,12.634885932636145,7.8026966971216325,50.06667364582933
 0.22567096036965317,0.2037095294166462,1.7815241133561066,8.142538891380944,153.19781206742286,137.56382859961832,0.08000010045384956,12.499984304105714,8.10869811522959,51.3348333705208
 0.23143618507673747,0.2142508310514954,1.82842858178556,8.135757201591327,153.24630905414028,137.5790074083394,0.08085408768399416,12.367958487248623,8.411985513384765,52.60634468982599
 0.23702034627839919,0.2247145781997289,1.8738261254205433,8.129697907265662,153.2949630289337,137.5941862170605,0.0817074146999271,12.23879134681387,8.712852841525592,53.878696777466956
 0.24243627420028227,0.23510138819245766,1.9178264819147237,8.124250752377403,153.3437688680052,137.6093650257816,0.08255956610802606,12.112466757535255,9.011537778096779,55.14935591449566
 0.24769531599462188,0.24541187826270222,1.96052636077962,8.11932677752338,153.39272124090354,137.6245438345027,0.08341000401851632,11.988969569861288,9.308230436777752,56.41572557957388
 0.25280756789647363,0.2556466655429203,2.0020115355643724,8.114853411218999,153.44181460596096,137.6397226432238,0.08425816763959448,11.868285627541718,9.603080208081241,57.675125749709366
 0.2577820625366043,0.2658063670625028,2.0423585217322984,8.110770859503061,153.4910432058357,137.65490145194488,0.08510347161158423,11.750401964376277,9.896201209582319,58.92477984324022
 0.26262692157565964,0.27589159974523053,2.0816359364490666,8.107029409967431,153.54040106292433,137.67008026066597,0.08594530711125907,11.63530661081316,10.187676605405942,60.16179077120364
 0.26734948120704705,0.2859029804067086,2.1199056111308208,8.103587390914786,153.5898819748449,137.6852590693871,0.08678304032878757,11.522988779966505,10.477562123659654,61.38313560448343
 0.27195639620708184,0.29584112575177285,2.1572235096565064,8.100409607167448,153.63947950986892,137.70043787810818,0.0876160121652873,11.413438882763844,10.765888891727935,62.585649630197395
 0.27645372685671094,0.3057066523718595,2.1936404922551773,8.097466127306934,153.68918700247323,137.71561668682926,0.08844353760811498,11.306648592358508,11.052665787080349,63.766024269544154
 0.2808470120645575,0.31550017674235853,2.229202955685072,8.0947313337133,153.7389975487177,137.73079549555035,0.08926490509020885,11.202610913991624,11.337881309295808,64.92078449768246
 0.285141331281495,0.3252223152199328,2.2639533733841923,8.092183171213494,153.78890400185134,137.74597430427144,0.0900793773581838,11.101320072669763,11.621505205480052,66.04630020646435
